tier,dataset,clip_id,config_id,config_fingerprint,no_fallback,suppress_nst,streaming_preset,align,merge_strategy,cpwer,wer,der,speaker_assignment_error_rate,runtime_s,whisper_s,sortformer_s,align_s,merge_s,git_sha,started_at,host,hypothesis_path,diff_path
1,AMI,AMI:IS1009b,93c747d5aae0,93c747d5aae0,False,True,low_lat,True,prob_based,0.8905852417302799,0.8447837150127226,0.4447373045159023,0.04580152671755722,0.02267003059387207,-1.0,-1.0,-1.0,0.00040411949157714844,12acb8f,1778668460.016335,device-103.home,transcripts/tier-1/AMI_IS1009b/93c747d5aae0.json,diffs/tier-1/AMI_IS1009b/93c747d5aae0.json
1,AMI,AMI:IS1009b,9189b9017d83,9189b9017d83,False,True,low_lat,False,hard_boundary,0.8396946564885496,0.8447837150127226,0.2908539799683711,0.0,0.043152809143066406,-1.0,-1.0,-1.0,0.00772404670715332,12acb8f,1778668460.0390651,device-103.home,transcripts/tier-1/AMI_IS1009b/9189b9017d83.json,diffs/tier-1/AMI_IS1009b/9189b9017d83.json
1,AMI,AMI:IS1009b,87bf9a1654ca,87bf9a1654ca,False,True,low_lat,False,prob_based,0.8905852417302799,0.8447837150127226,0.444913020558777,0.04580152671755722,0.022348880767822266,-1.0,-1.0,-1.0,0.00042510032653808594,12acb8f,1778668460.082276,device-103.home,transcripts/tier-1/AMI_IS1009b/87bf9a1654ca.json,diffs/tier-1/AMI_IS1009b/87bf9a1654ca.json
1,AMI,AMI:IS1009b,238e8774a939,238e8774a939,False,False,very_high_lat,True,hard_boundary,0.8384223918575063,0.8473282442748091,0.3107977508346512,0.0,40.87186408042908,34.20200824737549,-1.0,6.623949766159058,0.0076580047607421875,12acb8f,1778668460.1046798,device-103.home,transcripts/tier-1/AMI_IS1009b/238e8774a939.json,diffs/tier-1/AMI_IS1009b/238e8774a939.json
1,AMI,AMI:IS1009b,b1cd916986cb,b1cd916986cb,False,False,very_high_lat,True,prob_based,0.8931297709923665,0.8473282442748091,0.4447373045159023,0.04580152671755733,0.022350788116455078,-1.0,-1.0,-1.0,0.00042510032653808594,12acb8f,1778668500.9767401,device-103.home,transcripts/tier-1/AMI_IS1009b/b1cd916986cb.json,diffs/tier-1/AMI_IS1009b/b1cd916986cb.json
1,AMI,AMI:IS1009b,5afe800ff133,5afe800ff133,False,False,very_high_lat,False,hard_boundary,0.8396946564885496,0.8473282442748091,0.2941925847829907,0.0,0.04314589500427246,-1.0,-1.0,-1.0,0.0075719356536865234,12acb8f,1778668500.999149,device-103.home,transcripts/tier-1/AMI_IS1009b/5afe800ff133.json,diffs/tier-1/AMI_IS1009b/5afe800ff133.json
1,AMI,AMI:IS1009b,18540c126f1b,18540c126f1b,False,False,very_high_lat,False,prob_based,0.8931297709923665,0.8473282442748091,0.444913020558777,0.04580152671755733,0.021365880966186523,-1.0,-1.0,-1.0,0.00039505958557128906,12acb8f,1778668501.042345,device-103.home,transcripts/tier-1/AMI_IS1009b/18540c126f1b.json,diffs/tier-1/AMI_IS1009b/18540c126f1b.json
1,AMI,AMI:IS1009b,f44db96813eb,f44db96813eb,False,False,low_lat,True,hard_boundary,0.8422391857506362,0.8473282442748091,0.27293094359515024,0.0,0.043859004974365234,-1.0,-1.0,-1.0,0.007678031921386719,12acb8f,1778668501.063765,device-103.home,transcripts/tier-1/AMI_IS1009b/f44db96813eb.json,diffs/tier-1/AMI_IS1009b/f44db96813eb.json
1,AMI,AMI:IS1009b,3b68a4f080ac,3b68a4f080ac,False,False,low_lat,True,prob_based,0.8931297709923665,0.8473282442748091,0.4447373045159023,0.04580152671755733,0.0224611759185791,-1.0,-1.0,-1.0,0.00039315223693847656,12acb8f,1778668501.1076748,device-103.home,transcripts/tier-1/AMI_IS1009b/3b68a4f080ac.json,diffs/tier-1/AMI_IS1009b/3b68a4f080ac.json
1,AMI,AMI:IS1009b,4cea41f7c122,4cea41f7c122,False,False,low_lat,False,hard_boundary,0.8384223918575063,0.8473282442748091,0.29182041820418203,0.0,0.04310297966003418,-1.0,-1.0,-1.0,0.007673978805541992,12acb8f,1778668501.130189,device-103.home,transcripts/tier-1/AMI_IS1009b/4cea41f7c122.json,diffs/tier-1/AMI_IS1009b/4cea41f7c122.json
1,AMI,AMI:IS1009b,797280be0d6e,797280be0d6e,False,False,low_lat,False,prob_based,0.8931297709923665,0.8473282442748091,0.444913020558777,0.04580152671755733,0.022289037704467773,-1.0,-1.0,-1.0,0.0003859996795654297,12acb8f,1778668501.173344,device-103.home,transcripts/tier-1/AMI_IS1009b/797280be0d6e.json,diffs/tier-1/AMI_IS1009b/797280be0d6e.json
1,AMI,AMI:ES2004b,768907936886,768907936886,True,True,very_high_lat,True,hard_boundary,0.8832391713747646,0.8549905838041432,0.40720207771451405,0.02824858757062143,39.225236892700195,28.57459807395935,4.066083908081055,6.5407397747039795,0.005010843276977539,12acb8f,1778668501.1957161,device-103.home,transcripts/tier-1/AMI_ES2004b/768907936886.json,diffs/tier-1/AMI_ES2004b/768907936886.json
1,AMI,AMI:ES2004b,065f47499363,065f47499363,True,True,very_high_lat,True,prob_based,1.2975517890772128,0.8549905838041432,0.9862151633203476,0.44256120527306964,4.135103940963745,-1.0,4.12205696105957,-1.0,0.00034880638122558594,12acb8f,1778668540.421212,device-103.home,transcripts/tier-1/AMI_ES2004b/065f47499363.json,diffs/tier-1/AMI_ES2004b/065f47499363.json
1,AMI,AMI:ES2004b,01ee7b58523b,01ee7b58523b,True,True,very_high_lat,False,hard_boundary,0.8870056497175142,0.8549905838041432,0.42887823394266306,0.032015065913371,0.041311025619506836,-1.0,-1.0,-1.0,0.0056798458099365234,12acb8f,1778668544.556374,device-103.home,transcripts/tier-1/AMI_ES2004b/01ee7b58523b.json,diffs/tier-1/AMI_ES2004b/01ee7b58523b.json
1,AMI,AMI:ES2004b,080385390802,080385390802,True,True,very_high_lat,False,prob_based,1.2975517890772128,0.8549905838041432,0.9862151633203476,0.44256120527306964,0.010535001754760742,-1.0,-1.0,-1.0,0.0003027915954589844,12acb8f,1778668544.597734,device-103.home,transcripts/tier-1/AMI_ES2004b/080385390802.json,diffs/tier-1/AMI_ES2004b/080385390802.json
